Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,TimeOccurrence
33974,,2023-11-16 13:00:00,16-11-2023 14:33,2,540,7,26,0,6,1,3,0,,14:33
33975,,2023-11-16 14:00:00,17-11-2023 08:32,12,218,8,45,1,5,0,10,0,,08:32
33976,,2023-11-16 15:00:00,17-11-2023 05:34,15,441,14,53,0,0,1,6,0,,05:34
33977,,2023-11-16 16:00:00,16-11-2023 21:06,5,201,20,75,0,4,3,18,0,,21:06
33978,,2023-11-16 17:00:00,17-11-2023 14:23,5,149,7,63,1,5,1,1,1,2024-01-16 02:00:00,14:23
33979,,2023-11-16 18:00:00,17-11-2023 17:32,2,145,4,49,1,3,1,17,0,,17:32
33980,,2023-11-16 19:00:00,17-11-2023 13:07,13,402,3,42,0,3,1,4,1,2023-12-22 21:00:00,13:07
33981,,2023-11-16 20:00:00,17-11-2023 16:11,17,291,10,68,0,6,1,6,1,2025-07-08 01:00:00,16:11
33982,,2023-11-16 21:00:00,17-11-2023 11:44,5,438,9,18,0,4,1,8,0,,11:44
33983,,2023-11-16 22:00:00,17-11-2023 19:51,0,542,4,53,1,4,1,2,1,2023-11-26 14:00:00,19:51
33984,,2023-11-16 23:00:00,17-11-2023 06:44,1,283,16,25,0,2,3,16,0,,06:44
33985,,2023-11-17 00:00:00,17-11-2023 05:54,13,126,16,47,0,2,3,6,1,2025-07-16 07:00:00,05:54
33986,,2023-11-17 01:00:00,17-11-2023 09:13,5,297,8,40,1,5,0,14,1,2023-12-02 14:00:00,09:13
33987,,2023-11-17 02:00:00,17-11-2023 19:51,8,228,5,59,1,1,3,11,0,,19:51
33988,,2023-11-17 03:00:00,17-11-2023 21:09,14,542,12,21,0,3,1,15,0,,21:09
33989,,2023-11-17 04:00:00,17-11-2023 21:55,17,449,9,26,0,5,1,16,0,,21:55
33990,,2023-11-17 05:00:00,17-11-2023 10:06,17,488,10,69,0,4,1,3,0,,10:06
33991,,2023-11-17 06:00:00,17-11-2023 14:36,11,402,4,76,0,2,1,18,1,2023-12-10 03:00:00,14:36
33992,,2023-11-17 07:00:00,17-11-2023 08:30,2,309,2,16,0,6,1,18,0,,08:30
33993,,2023-11-17 08:00:00,17-11-2023 10:32,21,375,9,65,1,4,1,3,0,,10:32
33994,,2023-11-17 09:00:00,17-11-2023 10:00,17,134,17,51,0,4,1,10,1,2023-12-19 12:00:00,10:00
33995,,2023-11-17 10:00:00,17-11-2023 12:15,17,135,10,51,0,4,1,12,0,,12:15
33996,,2023-11-17 11:00:00,18-11-2023 08:40,12,112,9,17,0,2,1,10,1,2024-02-15 06:00:00,08:40
33997,,2023-11-17 12:00:00,17-11-2023 23:29,8,484,19,14,1,0,1,2,0,,23:29
33998,,2023-11-17 13:00:00,18-11-2023 08:44,12,428,15,76,0,0,3,5,1,2024-04-20 03:00:00,08:44
33999,,2023-11-17 14:00:00,18-11-2023 05:25,7,155,12,67,1,2,1,19,0,,05:25
34000,,2023-11-17 15:00:00,18-11-2023 14:24,21,178,15,52,0,3,3,10,1,2024-01-14 06:00:00,14:24
34001,,2023-11-17 16:00:00,18-11-2023 06:11,14,113,12,39,1,0,1,1,1,2024-01-03 01:00:00,06:11
34002,,2023-11-17 17:00:00,18-11-2023 16:40,2,520,11,13,0,5,3,15,1,2023-12-14 01:00:00,16:40
34003,,2023-11-17 18:00:00,18-11-2023 16:18,10,573,0,35,0,0,0,5,1,2023-12-07 05:00:00,16:18
34004,,2023-11-17 19:00:00,18-11-2023 06:10,2,145,12,57,0,0,1,10,0,,06:10
34005,,2023-11-17 20:00:00,18-11-2023 15:44,4,171,14,34,0,3,1,4,1,2023-12-09 08:00:00,15:44
34006,,2023-11-17 21:00:00,18-11-2023 02:28,8,107,19,78,0,1,1,19,0,,02:28
34007,,2023-11-17 22:00:00,18-11-2023 16:57,7,317,11,10,0,1,3,11,0,,16:57
34008,,2023-11-17 23:00:00,18-11-2023 03:11,23,485,11,79,1,4,3,5,0,,03:11
34009,,2023-11-18 00:00:00,18-11-2023 07:47,25,502,11,21,0,2,3,2,1,2023-12-28 12:00:00,07:47
34010,,2023-11-18 01:00:00,18-11-2023 11:21,12,411,6,16,0,3,1,6,1,2023-12-20 13:00:00,11:21
34011,,2023-11-18 02:00:00,18-11-2023 12:49,8,363,14,78,0,6,1,3,1,2023-12-15 13:00:00,12:49
34012,,2023-11-18 03:00:00,18-11-2023 08:25,17,363,17,57,0,4,1,4,0,,08:25
34013,,2023-11-18 04:00:00,18-11-2023 13:14,2,362,17,79,0,6,1,1,1,2023-12-01 22:00:00,13:14
34014,,2023-11-18 05:00:00,18-11-2023 05:42,2,311,17,33,0,6,1,7,1,2023-12-05 16:00:00,05:42
34015,,2023-11-18 06:00:00,18-11-2023 07:34,5,595,0,39,0,2,0,12,1,2024-01-23 01:00:00,07:34
34016,,2023-11-18 07:00:00,18-11-2023 10:59,8,516,11,11,0,1,3,3,1,2024-01-26 01:00:00,10:59
34017,,2023-11-18 08:00:00,18-11-2023 20:28,12,538,13,76,1,4,1,9,1,2024-02-03 17:00:00,20:28
34018,,2023-11-18 09:00:00,18-11-2023 22:51,1,149,7,25,0,4,1,14,0,,22:51
34019,,2023-11-18 10:00:00,19-11-2023 03:23,5,379,0,66,0,3,0,2,0,,03:23
34020,,2023-11-18 11:00:00,18-11-2023 12:38,26,140,15,55,0,3,3,5,0,,12:38
34021,,2023-11-18 12:00:00,19-11-2023 06:58,10,343,2,77,1,1,1,13,0,,06:58
34022,,2023-11-18 13:00:00,19-11-2023 00:35,2,355,18,24,0,6,2,19,0,,00:35
34023,,2023-11-18 14:00:00,18-11-2023 14:20,2,183,2,58,0,4,1,12,1,2024-01-21 20:00:00,14:20
34024,,2023-11-18 15:00:00,19-11-2023 07:48,4,561,5,71,0,2,3,2,0,,07:48
34025,,2023-11-18 16:00:00,18-11-2023 17:51,5,597,2,39,0,0,1,1,0,,17:51
34026,,2023-11-18 17:00:00,19-11-2023 15:14,18,275,12,49,0,0,1,9,1,2023-12-23 16:00:00,15:14
34027,,2023-11-18 18:00:00,19-11-2023 10:35,14,512,19,37,1,3,1,17,1,2024-01-06 06:00:00,10:35
34028,,2023-11-18 19:00:00,19-11-2023 13:38,17,318,2,10,0,4,1,1,0,,13:38
34029,,2023-11-18 20:00:00,19-11-2023 11:16,8,510,19,47,0,6,1,16,1,2024-01-31 00:00:00,11:16
34030,,2023-11-18 21:00:00,19-11-2023 03:17,13,309,4,54,0,5,1,8,0,,03:17
34031,,2023-11-18 22:00:00,19-11-2023 01:04,24,128,6,44,0,2,1,8,1,2023-12-11 06:00:00,01:04
34032,,2023-11-18 23:00:00,19-11-2023 04:37,1,307,1,59,1,6,3,4,1,2023-12-05 17:00:00,04:37
34033,,2023-11-19 00:00:00,19-11-2023 00:09,4,530,20,13,0,1,3,3,1,2024-01-07 01:00:00,00:09
34034,,2023-11-19 01:00:00,19-11-2023 20:44,9,375,20,15,1,2,3,8,0,,20:44
34035,,2023-11-19 02:00:00,19-11-2023 09:08,5,329,7,38,0,0,1,12,0,,09:08
34036,,2023-11-19 03:00:00,19-11-2023 21:37,21,452,20,53,0,2,3,5,1,2023-12-16 11:00:00,21:37
34037,,2023-11-19 04:00:00,19-11-2023 23:29,4,528,2,13,0,2,1,17,0,,23:29
34038,,2023-11-19 05:00:00,19-11-2023 17:44,1,325,13,11,1,6,1,10,0,,17:44
34039,,2023-11-19 06:00:00,20-11-2023 05:03,21,365,3,70,0,1,1,4,1,2023-12-04 12:00:00,05:03
34040,,2023-11-19 07:00:00,19-11-2023 16:18,5,122,3,15,0,2,1,11,1,2024-01-24 01:00:00,16:18
34041,,2023-11-19 08:00:00,19-11-2023 18:22,17,115,8,52,0,1,0,2,0,,18:22
34042,,2023-11-19 09:00:00,20-11-2023 06:56,24,237,17,49,0,4,1,3,0,,06:56
34043,,2023-11-19 10:00:00,19-11-2023 23:18,2,522,15,45,0,4,3,3,1,2024-02-10 04:00:00,23:18
34044,,2023-11-19 11:00:00,19-11-2023 12:41,13,194,8,65,0,1,0,7,0,,12:41
34045,,2023-11-19 12:00:00,19-11-2023 17:42,21,530,8,21,1,2,0,18,0,,17:42
34046,,2023-11-19 13:00:00,19-11-2023 19:13,13,319,9,45,0,3,1,10,0,,19:13
34047,,2023-11-19 14:00:00,20-11-2023 03:43,5,326,13,53,0,3,1,13,1,2024-01-12 13:00:00,03:43
34048,,2023-11-19 15:00:00,19-11-2023 16:25,21,365,19,75,0,4,1,3,0,,16:25
34049,,2023-11-19 16:00:00,19-11-2023 17:32,21,431,3,24,0,6,1,3,1,2024-02-03 20:00:00,17:32
34050,,2023-11-19 17:00:00,20-11-2023 16:43,12,219,16,48,0,6,3,16,0,,16:43
34051,,2023-11-19 18:00:00,20-11-2023 03:05,21,460,12,21,0,4,1,14,0,,03:05
34052,,2023-11-19 19:00:00,19-11-2023 22:48,17,558,0,31,1,0,0,7,0,,22:48
34053,,2023-11-19 20:00:00,20-11-2023 05:28,5,457,2,68,1,0,1,11,0,,05:28
34054,,2023-11-19 21:00:00,20-11-2023 02:04,5,393,12,65,1,5,1,13,1,2024-01-30 07:00:00,02:04
34055,,2023-11-19 22:00:00,20-11-2023 21:14,5,324,12,36,0,0,1,10,0,,21:14
34056,,2023-11-19 23:00:00,20-11-2023 08:30,4,512,11,28,0,6,3,3,0,,08:30
34057,,2023-11-20 00:00:00,20-11-2023 01:44,8,342,3,45,0,4,1,2,0,,01:44
34058,,2023-11-20 01:00:00,21-11-2023 00:01,17,236,9,57,1,0,1,7,0,,00:01
34059,,2023-11-20 02:00:00,20-11-2023 17:13,5,143,11,53,1,4,3,9,1,2024-01-12 21:00:00,17:13
34060,,2023-11-20 03:00:00,20-11-2023 15:32,24,222,19,24,0,4,1,18,0,,15:32
34061,,2023-11-20 04:00:00,21-11-2023 02:00,13,206,11,62,1,0,3,18,0,,02:00
34062,,2023-11-20 05:00:00,20-11-2023 16:46,4,598,12,48,0,2,1,6,0,,16:46
34063,,2023-11-20 06:00:00,20-11-2023 11:46,5,523,0,23,0,1,0,9,0,,11:46
34064,,2023-11-20 07:00:00,20-11-2023 21:40,5,175,9,46,0,0,1,3,0,,21:40
34065,,2023-11-20 08:00:00,20-11-2023 20:05,2,145,16,31,1,5,3,4,0,,20:05
34066,,2023-11-20 09:00:00,20-11-2023 18:56,8,575,4,57,0,1,1,7,1,2023-12-14 22:00:00,18:56
34067,,2023-11-20 10:00:00,20-11-2023 15:21,13,157,2,79,1,2,1,2,0,,15:21
34068,,2023-11-20 11:00:00,20-11-2023 22:37,17,550,15,39,0,0,3,9,0,,22:37
34069,,2023-11-20 12:00:00,21-11-2023 05:58,13,426,11,54,0,2,3,19,1,2024-02-08 19:00:00,05:58
34070,,2023-11-20 13:00:00,21-11-2023 07:36,4,444,20,49,0,6,3,2,1,2024-01-23 09:00:00,07:36
34071,,2023-11-20 14:00:00,21-11-2023 10:36,13,476,5,61,0,3,3,15,1,2024-01-04 06:00:00,10:36
34072,,2023-11-20 15:00:00,21-11-2023 01:21,4,424,6,70,1,6,1,8,0,,01:21
34073,,2023-11-20 16:00:00,21-11-2023 01:04,18,406,12,69,0,5,1,19,0,,01:04
34074,,2023-11-20 17:00:00,21-11-2023 15:51,10,272,1,27,1,2,3,5,0,,15:51
34075,,2023-11-20 18:00:00,21-11-2023 11:21,1,510,20,58,0,1,3,1,1,2024-01-23 14:00:00,11:21
34076,,2023-11-20 19:00:00,21-11-2023 16:02,21,180,18,65,1,0,2,16,0,,16:02
34077,,2023-11-20 20:00:00,21-11-2023 18:32,5,512,10,60,0,0,1,2,0,,18:32
34078,,2023-11-20 21:00:00,21-11-2023 12:12,21,518,5,44,0,6,3,9,0,,12:12
34079,,2023-11-20 22:00:00,21-11-2023 05:03,21,517,2,34,0,0,1,9,1,2024-02-13 16:00:00,05:03
34080,,2023-11-20 23:00:00,21-11-2023 00:56,17,157,3,36,0,3,1,4,0,,00:56
34081,,2023-11-21 00:00:00,21-11-2023 23:37,1,306,19,46,1,4,1,19,0,,23:37
34082,,2023-11-21 01:00:00,21-11-2023 01:57,5,580,20,45,0,2,3,17,1,2024-02-06 15:00:00,01:57
34083,,2023-11-21 02:00:00,21-11-2023 18:23,25,592,10,16,0,1,1,7,0,,18:23
34084,,2023-11-21 03:00:00,21-11-2023 23:19,14,143,2,60,1,2,1,16,1,2024-04-04 13:00:00,23:19
34085,,2023-11-21 04:00:00,21-11-2023 20:00,8,449,16,18,0,3,3,17,1,2025-03-28 23:00:00,20:00
34086,,2023-11-21 05:00:00,22-11-2023 01:16,19,193,20,55,0,4,3,19,1,2023-12-28 23:00:00,01:16
34087,,2023-11-21 06:00:00,21-11-2023 20:14,1,172,7,62,1,1,1,2,0,,20:14
34088,,2023-11-21 07:00:00,21-11-2023 09:11,8,355,8,42,0,2,0,12,0,,09:11
34089,,2023-11-21 08:00:00,22-11-2023 06:21,2,348,7,70,0,5,1,14,0,,06:21
34090,,2023-11-21 09:00:00,21-11-2023 13:30,5,375,7,10,1,2,1,7,0,,13:30
34091,,2023-11-21 10:00:00,22-11-2023 00:31,1,505,9,68,0,0,1,10,1,2024-01-19 03:00:00,00:31
34092,,2023-11-21 11:00:00,22-11-2023 06:33,14,261,20,66,0,4,3,3,1,2024-01-21 05:00:00,06:33
34093,,2023-11-21 12:00:00,22-11-2023 07:40,4,591,4,46,1,6,1,10,0,,07:40
34094,,2023-11-21 13:00:00,21-11-2023 13:35,5,513,0,32,0,5,0,3,0,,13:35
34095,,2023-11-21 14:00:00,22-11-2023 06:21,23,222,1,11,0,3,3,2,1,2024-01-11 02:00:00,06:21
34096,,2023-11-21 15:00:00,21-11-2023 16:44,6,145,11,34,0,2,3,16,1,2024-02-08 06:00:00,16:44
34097,,2023-11-21 16:00:00,22-11-2023 09:42,25,442,0,44,1,2,0,15,1,2024-01-30 04:00:00,09:42
34098,,2023-11-21 17:00:00,22-11-2023 13:35,24,552,0,62,0,5,0,2,0,,13:35
34099,,2023-11-21 18:00:00,22-11-2023 16:26,4,518,8,27,0,0,0,7,0,,16:26
34100,,2023-11-21 19:00:00,21-11-2023 20:56,20,422,18,42,0,1,2,2,0,,20:56
34101,,2023-11-21 20:00:00,22-11-2023 15:48,5,193,17,77,1,2,1,1,0,,15:48
34102,,2023-11-21 21:00:00,22-11-2023 12:25,7,140,0,15,0,2,0,4,0,,12:25
34103,,2023-11-21 22:00:00,22-11-2023 21:58,28,519,8,43,1,3,0,15,1,2023-12-10 08:00:00,21:58
34104,,2023-11-21 23:00:00,22-11-2023 22:03,5,289,12,74,0,5,1,3,1,2023-12-08 04:00:00,22:03
34105,,2023-11-22 00:00:00,22-11-2023 09:41,17,298,4,69,0,1,1,7,0,,09:41
34106,,2023-11-22 01:00:00,22-11-2023 05:56,17,360,9,78,0,0,1,8,1,2024-02-02 04:00:00,05:56
34107,,2023-11-22 02:00:00,22-11-2023 05:53,25,559,13,39,0,1,1,9,0,,05:53
34108,,2023-11-22 03:00:00,22-11-2023 11:32,4,491,10,23,1,4,1,7,0,,11:32
34109,,2023-11-22 04:00:00,23-11-2023 02:12,5,151,10,48,0,2,1,2,1,2024-09-25 03:00:00,02:12
34110,,2023-11-22 05:00:00,22-11-2023 20:24,17,124,7,54,0,5,1,17,1,2023-12-01 09:00:00,20:24
34111,,2023-11-22 06:00:00,23-11-2023 00:41,13,398,19,48,1,0,1,4,0,,00:41
34112,,2023-11-22 07:00:00,22-11-2023 07:51,5,448,10,23,1,4,1,1,1,2025-01-08 22:00:00,07:51
34113,,2023-11-22 08:00:00,23-11-2023 06:07,0,307,3,26,0,5,1,18,1,2023-12-08 05:00:00,06:07
34114,,2023-11-22 09:00:00,23-11-2023 04:41,24,292,10,11,1,2,1,1,0,,04:41
34115,,2023-11-22 10:00:00,22-11-2023 22:55,17,349,4,57,0,0,1,14,1,2023-12-14 10:00:00,22:55
34116,,2023-11-22 11:00:00,22-11-2023 15:11,4,444,19,18,1,3,1,3,0,,15:11
34117,,2023-11-22 12:00:00,22-11-2023 20:57,4,262,7,27,0,5,1,11,1,2023-12-27 21:00:00,20:57
34118,,2023-11-22 13:00:00,23-11-2023 02:48,4,148,0,16,0,2,0,18,0,,02:48
34119,,2023-11-22 14:00:00,23-11-2023 00:09,17,487,19,66,0,2,1,12,0,,00:09
34120,,2023-11-22 15:00:00,22-11-2023 19:27,10,345,9,36,0,2,1,1,0,,19:27
34121,,2023-11-22 16:00:00,23-11-2023 00:57,11,121,10,65,1,6,1,10,0,,00:57
34122,,2023-11-22 17:00:00,23-11-2023 05:03,5,389,1,37,0,0,3,16,1,2023-12-28 00:00:00,05:03
34123,,2023-11-22 18:00:00,23-11-2023 05:11,4,484,13,76,0,1,1,17,1,2023-12-12 00:00:00,05:11
34124,,2023-11-22 19:00:00,23-11-2023 17:44,22,459,20,34,1,6,3,14,1,2023-12-13 03:00:00,17:44
34125,,2023-11-22 20:00:00,23-11-2023 14:32,2,559,6,38,1,3,1,3,1,2023-12-25 20:00:00,14:32
34126,,2023-11-22 21:00:00,23-11-2023 11:13,21,202,8,35,1,0,0,6,1,2024-02-18 05:00:00,11:13
34127,,2023-11-22 22:00:00,23-11-2023 11:43,3,144,13,51,1,1,1,19,1,2023-12-13 00:00:00,11:43
34128,,2023-11-22 23:00:00,23-11-2023 09:54,2,112,9,39,1,3,1,16,1,2024-02-06 08:00:00,09:54
34129,,2023-11-23 00:00:00,23-11-2023 12:41,13,308,13,38,0,2,1,11,0,,12:41
34130,,2023-11-23 01:00:00,23-11-2023 04:08,22,174,7,28,0,4,1,2,1,2024-01-31 09:00:00,04:08
34131,,2023-11-23 02:00:00,23-11-2023 10:37,2,480,2,65,0,6,1,2,1,2024-03-30 19:00:00,10:37
34132,,2023-11-23 03:00:00,23-11-2023 15:34,23,502,4,31,1,4,1,17,0,,15:34
34133,,2023-11-23 04:00:00,23-11-2023 20:22,5,502,18,11,0,5,2,16,1,2023-12-10 16:00:00,20:22
34134,,2023-11-23 05:00:00,23-11-2023 17:41,13,499,4,36,0,2,1,14,0,,17:41
34135,,2023-11-23 06:00:00,23-11-2023 18:44,8,121,12,33,1,0,1,7,0,,18:44
34136,,2023-11-23 07:00:00,23-11-2023 14:26,5,399,8,45,1,5,0,1,1,2023-12-22 05:00:00,14:26
34137,,2023-11-23 08:00:00,24-11-2023 01:23,8,512,12,46,0,0,1,12,0,,01:23
34138,,2023-11-23 09:00:00,23-11-2023 16:17,1,116,4,72,0,1,1,5,1,2024-02-10 13:00:00,16:17
34139,,2023-11-23 10:00:00,23-11-2023 13:10,21,432,2,65,1,0,1,12,0,,13:10
34140,,2023-11-23 11:00:00,24-11-2023 04:36,2,178,8,77,0,5,0,10,1,2024-01-10 09:00:00,04:36
34141,,2023-11-23 12:00:00,23-11-2023 22:11,1,493,0,25,0,0,0,2,0,,22:11
34142,,2023-11-23 13:00:00,24-11-2023 10:48,14,292,20,40,1,0,3,19,1,2024-01-11 20:00:00,10:48
34143,,2023-11-23 14:00:00,24-11-2023 11:29,0,211,9,41,0,0,1,18,0,,11:29
34144,,2023-11-23 15:00:00,23-11-2023 18:16,4,125,15,28,0,1,3,17,0,,18:16
34145,,2023-11-23 16:00:00,24-11-2023 09:02,0,421,8,55,0,6,0,9,1,2024-02-15 20:00:00,09:02
34146,,2023-11-23 17:00:00,23-11-2023 20:04,0,230,4,76,0,5,1,2,1,2023-12-31 07:00:00,20:04
34147,,2023-11-23 18:00:00,24-11-2023 11:01,8,562,14,64,0,6,1,12,1,2023-12-11 05:00:00,11:01
34148,,2023-11-23 19:00:00,24-11-2023 16:55,5,444,7,74,1,4,1,4,0,,16:55
34149,,2023-11-23 20:00:00,24-11-2023 08:43,13,414,18,49,0,1,2,17,1,2023-11-30 15:00:00,08:43
34150,,2023-11-23 21:00:00,24-11-2023 18:36,24,204,7,75,0,5,1,9,1,2023-12-31 18:00:00,18:36
34151,,2023-11-23 22:00:00,24-11-2023 10:19,13,229,11,30,1,4,3,15,1,2023-12-12 10:00:00,10:19
34152,,2023-11-23 23:00:00,23-11-2023 23:24,7,277,6,23,1,4,1,10,1,2024-02-03 10:00:00,23:24
34153,,2023-11-24 00:00:00,24-11-2023 14:24,7,112,6,12,1,6,1,18,0,,14:24
34154,,2023-11-24 01:00:00,24-11-2023 20:56,1,337,18,19,0,3,2,3,0,,20:56
34155,,2023-11-24 02:00:00,24-11-2023 03:12,28,410,10,43,0,3,1,15,0,,03:12
34156,,2023-11-24 03:00:00,24-11-2023 07:51,27,287,10,59,1,5,1,1,1,2025-10-19 18:00:00,07:51
34157,,2023-11-24 04:00:00,25-11-2023 01:23,1,566,4,23,0,0,1,16,0,,01:23
34158,,2023-11-24 05:00:00,24-11-2023 12:03,5,430,9,64,0,0,1,15,0,,12:03
34159,,2023-11-24 06:00:00,24-11-2023 07:17,8,320,1,50,0,5,3,8,1,2023-12-06 16:00:00,07:17
34160,,2023-11-24 07:00:00,24-11-2023 16:10,1,169,6,60,0,2,1,4,0,,16:10
34161,,2023-11-24 08:00:00,24-11-2023 19:14,2,351,3,74,0,2,1,18,1,2023-12-22 05:00:00,19:14
34162,,2023-11-24 09:00:00,25-11-2023 02:40,24,330,17,45,0,2,1,1,1,2024-02-05 02:00:00,02:40
34163,,2023-11-24 10:00:00,25-11-2023 03:25,17,598,15,21,0,6,3,12,1,2024-03-16 21:00:00,03:25
34164,,2023-11-24 11:00:00,25-11-2023 00:34,6,381,5,56,0,4,3,4,0,,00:34
34165,,2023-11-24 12:00:00,24-11-2023 18:39,9,514,14,26,1,0,1,17,1,2023-12-05 00:00:00,18:39
34166,,2023-11-24 13:00:00,24-11-2023 22:37,5,433,13,44,0,6,1,18,1,2023-12-25 19:00:00,22:37
34167,,2023-11-24 14:00:00,24-11-2023 14:34,2,177,14,21,1,1,1,1,1,2023-12-05 17:00:00,14:34
34168,,2023-11-24 15:00:00,25-11-2023 11:46,5,243,8,58,1,0,0,11,1,2024-01-25 16:00:00,11:46
34169,,2023-11-24 16:00:00,25-11-2023 03:11,15,543,10,24,1,4,1,11,0,,03:11
34170,,2023-11-24 17:00:00,25-11-2023 14:04,8,400,7,74,0,6,1,8,0,,14:04
34171,,2023-11-24 18:00:00,24-11-2023 22:40,9,179,7,76,1,2,1,15,0,,22:40
34172,,2023-11-24 19:00:00,25-11-2023 09:31,25,567,11,46,0,4,3,9,0,,09:31
34173,,2023-11-24 20:00:00,25-11-2023 05:09,27,371,6,33,0,1,1,11,1,2023-12-11 03:00:00,05:09
34174,,2023-11-24 21:00:00,25-11-2023 11:28,2,221,4,30,0,5,1,16,0,,11:28
34175,,2023-11-24 22:00:00,25-11-2023 00:30,5,193,17,59,1,3,1,2,0,,00:30
34176,,2023-11-24 23:00:00,25-11-2023 17:12,14,361,1,35,0,0,3,9,1,2023-12-30 01:00:00,17:12
34177,,2023-11-25 00:00:00,25-11-2023 12:59,7,342,13,71,1,6,1,14,0,,12:59
34178,,2023-11-25 01:00:00,25-11-2023 13:32,8,382,6,44,0,3,1,8,0,,13:32
34179,,2023-11-25 02:00:00,25-11-2023 08:33,19,524,13,58,1,2,1,5,0,,08:33
34180,,2023-11-25 03:00:00,25-11-2023 17:46,14,404,7,16,0,6,1,2,1,2024-01-10 07:00:00,17:46
34181,,2023-11-25 04:00:00,25-11-2023 12:19,2,382,14,30,1,4,1,17,1,2023-12-24 20:00:00,12:19
34182,,2023-11-25 05:00:00,26-11-2023 03:03,4,527,11,27,1,2,3,13,1,2024-01-03 22:00:00,03:03
34183,,2023-11-25 06:00:00,25-11-2023 10:56,5,273,17,32,1,3,1,5,1,2024-01-15 14:00:00,10:56
34184,,2023-11-25 07:00:00,25-11-2023 09:55,7,563,8,18,1,2,0,10,1,2024-01-18 00:00:00,09:55
34185,,2023-11-25 08:00:00,25-11-2023 10:12,13,220,16,59,0,4,3,1,0,,10:12
34186,,2023-11-25 09:00:00,25-11-2023 12:20,5,123,9,32,1,3,1,14,1,2024-01-02 16:00:00,12:20
34187,,2023-11-25 10:00:00,25-11-2023 18:01,13,181,2,34,0,6,1,14,0,,18:01
34188,,2023-11-25 11:00:00,25-11-2023 18:02,2,410,2,40,1,2,1,6,1,2024-03-17 07:00:00,18:02
34189,,2023-11-25 12:00:00,26-11-2023 01:37,14,583,0,62,0,4,0,7,0,,01:37
34190,,2023-11-25 13:00:00,26-11-2023 10:36,18,265,17,29,1,4,1,2,1,2023-12-23 23:00:00,10:36
34191,,2023-11-25 14:00:00,25-11-2023 20:50,1,287,12,33,0,6,1,15,0,,20:50
34192,,2023-11-25 15:00:00,25-11-2023 15:55,15,536,10,47,1,4,1,19,0,,15:55
34193,,2023-11-25 16:00:00,26-11-2023 09:52,5,225,15,70,0,5,3,2,1,2024-02-18 16:00:00,09:52
34194,,2023-11-25 17:00:00,26-11-2023 02:09,2,198,9,71,0,2,1,13,0,,02:09
34195,,2023-11-25 18:00:00,26-11-2023 05:51,5,494,20,32,1,2,3,5,0,,05:51
34196,,2023-11-25 19:00:00,26-11-2023 10:25,9,135,8,15,0,6,0,8,1,2023-12-19 13:00:00,10:25
34197,,2023-11-25 20:00:00,26-11-2023 11:41,25,289,2,11,0,1,1,3,0,,11:41
34198,,2023-11-25 21:00:00,26-11-2023 15:09,1,298,11,54,1,6,3,7,1,2024-02-12 15:00:00,15:09
34199,,2023-11-25 22:00:00,26-11-2023 18:27,2,425,14,22,1,2,1,3,0,,18:27
34200,,2023-11-25 23:00:00,26-11-2023 03:17,5,385,16,71,1,5,3,9,1,2024-11-17 21:00:00,03:17
34201,,2023-11-26 00:00:00,26-11-2023 21:04,17,325,17,65,0,1,1,9,0,,21:04
34202,,2023-11-26 01:00:00,26-11-2023 19:24,14,396,14,35,1,1,1,15,1,2023-12-20 02:00:00,19:24
34203,,2023-11-26 02:00:00,26-11-2023 17:23,23,557,13,12,0,4,1,7,0,,17:23
34204,,2023-11-26 03:00:00,26-11-2023 10:26,2,120,20,35,0,2,3,15,1,2024-02-23 13:00:00,10:26
34205,,2023-11-26 04:00:00,26-11-2023 17:40,17,189,5,18,0,2,3,9,0,,17:40
34206,,2023-11-26 05:00:00,26-11-2023 15:24,5,581,0,73,0,5,0,4,0,,15:24
34207,,2023-11-26 06:00:00,26-11-2023 21:36,23,521,18,12,1,4,2,17,0,,21:36
34208,,2023-11-26 07:00:00,27-11-2023 05:27,4,422,11,57,1,6,3,17,1,2023-12-26 09:00:00,05:27
34209,,2023-11-26 08:00:00,26-11-2023 19:03,5,282,4,21,1,2,1,15,0,,19:03
34210,,2023-11-26 09:00:00,26-11-2023 12:21,2,426,18,74,0,6,2,18,1,2023-12-07 21:00:00,12:21
34211,,2023-11-26 10:00:00,26-11-2023 14:19,3,495,6,27,0,4,1,3,1,2024-02-22 05:00:00,14:19
34212,,2023-11-26 11:00:00,27-11-2023 06:40,1,386,16,21,1,0,3,5,0,,06:40
34213,,2023-11-26 12:00:00,26-11-2023 17:50,8,451,11,48,0,2,3,9,1,2024-01-02 17:00:00,17:50
34214,,2023-11-26 13:00:00,27-11-2023 10:34,8,125,10,52,0,0,1,18,1,2025-06-15 11:00:00,10:34
34215,,2023-11-26 14:00:00,27-11-2023 12:48,17,180,14,19,0,6,1,13,1,2023-12-12 04:00:00,12:48
34216,,2023-11-26 15:00:00,27-11-2023 12:03,26,544,4,67,0,6,1,15,1,2024-02-21 18:00:00,12:03
34217,,2023-11-26 16:00:00,27-11-2023 14:28,2,163,3,66,1,3,1,5,1,2024-02-03 21:00:00,14:28
34218,,2023-11-26 17:00:00,27-11-2023 00:52,5,467,20,76,0,5,3,5,1,2024-01-09 20:00:00,00:52
